,bench mark,,,,,moving average,,,,,moving average with short sell,,,,,moving average with support price,,,,,moving average support volatility,,,,,moving average double support volatility,,,,,,Comparison of Return,,,,Comparison of Max Draw Down,,,,Comparison of Sharpe Ratio,,
ticker,bench mark return,bench mark volatility,bench mark draw_down,bench mark max_draw_down,bench mark sharpe,moving average return,moving average volatility,moving average draw_down,moving average max_draw_down,moving average sharpe,moving average with short sell return,moving average with short sell volatility,moving average with short sell draw_down,moving average with short sell max_draw_down,moving average with short sell sharpe,moving average with support price return,moving average with support price volatility,moving average with support price draw_down,moving average with support price max_draw_down,moving average with support price sharpe,moving average support volatility return,moving average support volatility volatility,moving average support volatility draw_down,moving average support volatility max_draw_down,moving average support volatility sharpe,moving average double support volatility return,moving average double support volatility volatility,moving average double support volatility draw_down,moving average double support volatility max_draw_down,moving average double support volatility sharpe,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff,,Support Signal diff,Volatility Signal diff,Double Vol Signal Diff
CL,0.6790951904,0.1756339773,-0.23130937,-0.3106330998,0.3027325856,0.1583842598,0.1255247692,-0.2536616499,-0.2577234862,0.1179469591,-0.3781569039,0.1770592202,-0.5876626447,-0.6135333002,-0.2619340994,0.1230217897,0.1186230719,-0.3569127946,-0.3823642159,0.0983382265,-0.0435665004,0.1119911858,-0.3569127946,-0.3823642159,-0.0396702868,0.3271679276,0.1514330933,-0.2216577258,-0.3106330998,0.1895059512,,-0.0353624701,-0.1665882901,0.370734428,,-0.1246407297,0,0.0717311161,,-0.0196087326,-0.1380085133,0.229176238
CAG,0.033941451,0.1730235417,-0.4145099703,-0.54,0.0193155954,0.1063645107,0.1077259948,-0.1021163934,-0.2281210108,0.0942680331,-0.0568978797,0.1727348738,-0.2287588441,-0.3248736064,-0.0338010336,0.1064395769,0.0978134505,-0.2041080926,-0.3706648858,0.1038913205,-0.121646587,0.08086615,-0.213194296,-0.3778496138,-0.1592971743,-0.3494436469,0.1433867986,-0.4172488639,-0.5493391214,-0.2933685984,,7.50662000000013E-005,-0.2280861639,-0.2277970599,,-0.142543875,-0.007184728,-0.1714895076,,0.0096232874,-0.2631884948,-0.1340714241
STZ,0.1823314513,0.2577508918,-0.2826303554,-0.6496918586,0.0655014906,0.4045947114,0.1811142645,-0.0431328534,-0.2894411405,0.1907335374,0.1977138519,0.2561244967,-0.1016486243,-0.4110714419,0.0710507866,0.3164415757,0.1706903186,-0.1042842909,-0.4910386374,0.1632392478,0.5784003176,0.1247935908,-0.0138041734,-0.2026083378,0.3740550589,0.215809353,0.1753447728,-0.0138041734,-0.4326868872,0.1124938384,,-0.0881531357,0.2619587419,-0.3625909646,,-0.2015974969,0.2884302996,-0.2300785494,,-0.0274942896,0.2108158111,-0.2615612205
COST,0.6714198713,0.2228517138,-0.2179209529,-0.4802833739,0.2364258807,-0.3459521168,0.1565712519,-0.4033104793,-0.4066834214,-0.2653903796,-0.8035884149,0.2237501651,-0.8117890219,-0.8128529331,-0.6710374023,0.1822335915,0.1709637864,-0.2385641423,-0.265192591,0.0987030904,0.1264070191,0.1235842305,-0.0373985169,-0.265192591,0.0968538096,0.6944923898,0.1541755151,0,-0.1906516745,0.3511032971,,0.5281857083,-0.0558265724,0.5680853707,,0.1414908304,0,0.0745409165,,0.36409347,-0.0018492808,0.2542494875
COTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
CVS,1.5020979021,0.2470168995,-0.0409090909,-0.4564823209,0.3886777318,0.6720510988,0.1627993711,-0.0419307237,-0.3494466579,0.3238811393,-0.2036777704,0.2448962924,-0.3325621684,-0.5846221025,-0.0919117196,0.7060543733,0.1773018032,-0.0409090909,-0.298729074,0.3093499761,0.1585548463,0.1206989499,-0.0706329802,-0.3176575377,0.1227865043,0.8288508557,0.1653720939,-0.0706329802,-0.2595194923,0.3761370138,,0.0340032745,-0.547499527,0.6702960094,,0.0507175839,-0.0189284637,0.0581380454,,-0.0145311632,-0.1865634718,0.2533505095
DPS,0.4746005458,0.1856450215,-0.5333333333,-0.5512820513,0.2132384265,0.570868126,0.1213973801,-0.2567139264,-0.3839582241,0.3803979812,0.3716901676,0.1867540327,-0.2558743052,-0.5564899832,0.1718626696,0.9312950138,0.0990833961,-0.0374935799,-0.1296111665,0.6863446682,0,0,0,0,0,0,0,0,0,0,,0.3604268878,-0.9312950138,0,,0.2543470576,0.1296111665,0,,0.305946687,-0.6863446682,0
EL,0.9676486861,0.2568748434,-0.3641562813,-0.6213784389,0.2724988165,0.4326570747,0.1773599976,-0.344957041,-0.4216702048,0.2063165771,-0.2749429536,0.2571707088,-0.6666371503,-0.6749206409,-0.1229794535,0.5140604342,0.1715940225,-0.1742662351,-0.4073691985,0.2467132175,0.0229817629,0.107381096,-0.1026046772,-0.3157976835,0.0211754099,0.2118988827,0.1711649856,-0.1672006524,-0.3650476793,0.1133227256,,0.0814033595,-0.4910786713,0.1889171198,,0.0143010063,0.091571515,-0.0492499958,,0.0403966404,-0.2255378076,0.0921473157
GIS,0.79511474,0.1480151941,-0.0927074287,-0.3175534726,0.4069007443,0.1202039193,0.1032693244,-0.1402323325,-0.2551958798,0.1104989453,-0.3537289344,0.1480545507,-0.4669314911,-0.5301443537,-0.288392431,0.1432975743,0.1067513774,-0.1822756812,-0.2195457323,0.1262401782,-0.0304300948,0.1020146672,-0.1822756812,-0.2164090578,-0.0302335788,0.276788809,0.1385880568,-0.0626378215,-0.3124429553,0.1784120784,,0.023093655,-0.1737276691,0.3072189038,,0.0356501475,0.0031366745,-0.0960338975,,0.0157412329,-0.156473757,0.2086456572
HRL,0.8787541746,0.176921126,-0.1385808014,-0.4019516776,0.3677618118,0.292479344,0.1262808987,-0.0575060533,-0.2373531674,0.2057133258,-0.2363458168,0.1761845714,-0.3719681117,-0.4880649349,-0.1509396917,0.4655480011,0.1315554225,-0.1257635023,-0.1653259151,0.2960496581,0.3434973416,0.1258727216,-0.1257635023,-0.1695654883,0.2379842059,0.3205875878,0.1626389648,-0.1385808014,-0.4022747773,0.1733071055,,0.1730686571,-0.1220506595,-0.0229097538,,0.0720272523,-0.0042395732,-0.232709289,,0.0903363323,-0.0580654522,-0.0646771004
SJM,0.8307181292,0.1849318794,-0.0784409257,-0.3830248372,0.3369398748,0.5076439414,0.1236360192,-0.0518052627,-0.2771610337,0.3388341933,0.024743201,0.1866815148,-0.399599789,-0.568809794,0.0131036776,0.4706958947,0.1241619717,-0.0784409257,-0.3116865163,0.3166119,0.320106417,0.098984801,-0.0195360195,-0.2353731331,0.2843773353,0.4472590456,0.1536917035,-0.025750091,-0.3465137833,0.2449292324,,-0.0369480467,-0.1505894777,0.1271526286,,-0.0345254826,0.0763133832,-0.1111406502,,-0.0222222933,-0.0322345647,-0.0394481029
K,0.8642468847,0.1490631757,-0.046338391,-0.3648099107,0.4309573711,0.3816848027,0.1072319558,-0.0521472196,-0.2060577718,0.3063015583,-0.0576202931,0.1493534388,-0.4259143867,-0.4479656445,-0.039602473,0.4699187662,0.1065311737,-0.0372031709,-0.2410461671,0.3684954101,0.364681686,0.10184218,-0.0291949277,-0.2213081273,0.3099668992,0.5558274536,0.1296911822,-0.0291949277,-0.2909914619,0.3483173383,,0.0882339635,-0.1052370802,0.1911457676,,-0.0349883953,0.0197380398,-0.0696833346,,0.0621938518,-0.0585285109,0.0383504391
KMB,0.4824667472,0.1553491025,-0.0992395437,-0.3509739726,0.2583836482,0.6734580344,0.0973914543,-0.0111420613,-0.1545259909,0.5423079291,0.6329292577,0.1549404043,-0.0488046166,-0.2412965129,0.3242485024,0.4506407481,0.0956791368,-0.0111420613,-0.2134639323,0.395966135,0.3550350521,0.0913430924,-0.0111420613,-0.1832997134,0.3375895637,0.4562295309,0.1355799243,-0.0111420613,-0.2078926186,0.282377395,,-0.2228172863,-0.095605696,0.1011944788,,-0.0589379414,0.0301642189,-0.0245929052,,-0.1463417941,-0.0583765713,-0.0552121687
KHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
KR,0.3457431344,0.2183828758,-0.1587664192,-0.3664224308,0.1379581114,-0.2767564176,0.1533011197,-0.3225065979,-0.3839092096,-0.207885581,-0.6928249066,0.2184680166,-0.7256102758,-0.7457254192,-0.5094200431,-0.1711034217,0.1583396232,-0.1711034217,-0.4321151657,-0.1173656946,0.0453626206,0.107345469,-0.1827006329,-0.2420925711,0.0414032999,0.3937828954,0.1465720494,-0.2050728548,-0.2430626927,0.2302333569,,0.1056529959,0.2164660423,0.3484202748,,-0.0482059561,0.1900225946,-0.0009701216,,0.0905198864,0.1587689945,0.188830057
MKC,0.7839765885,0.1683806125,-0.0109460516,-0.3101652729,0.353770377,-0.1370972803,0.110358685,-0.2590015312,-0.4269600773,-0.1325798893,-0.6362647332,0.1681717371,-0.6499708163,-0.7035129846,-0.5717401872,0.6714009037,0.1082734283,0,-0.2390918005,0.48660802,0.5206426956,0.103318462,0,-0.2455728918,0.4141234253,0.5287174273,0.1577960327,0,-0.3101652729,0.2746506538,,0.808498184,-0.1507582081,0.0080747317,,0.1878682768,-0.0064810913,-0.0645923811,,0.6191879093,-0.0724845947,-0.1394727715
MJN,0.9485842732,0.1094172769,-0.0079455165,-0.1215071973,0.6302226403,0.4954443852,0.0847023971,-0.0293255132,-0.1680830339,0.4845941348,0.0929390777,0.110264931,-0.15559245,-0.289793867,0.0809239053,0.1296553432,0.0584204054,-0.0765465065,-0.1064145347,0.209874271,-0.0339796506,0.0407524448,-0.0746784412,-0.1064145347,-0.0846499342,-0.0339796506,0.0407524448,-0.0746784412,-0.1064145347,-0.0846499342,,-0.365789042,-0.1636349938,0,,0.0616684992,0,0,,-0.2747198638,-0.2945242052,0
TAP,0.8907087979,0.2247865643,-0.0175725378,-0.4618040311,0.2924567045,0.5977404746,0.1539754284,-0.0392379824,-0.3414870641,0.311443487,0.0531336083,0.2227112143,-0.2271429999,-0.436657363,0.0232963303,-0.0770378814,0.1705603538,-0.0958679864,-0.3601491789,-0.0467956392,0.140656539,0.1389610375,-0.064858141,-0.3231213362,0.0952932455,0.531690116,0.1502860441,-0.0298208823,-0.3333922578,0.2897235691,,-0.674778356,0.2176944204,0.391033577,,-0.0186621148,0.0370278427,-0.0102709216,,-0.3582391262,0.1420888847,0.1944303236
MDLZ,0.1936429052,0.1766068111,-0.2097175946,-0.392556623,0.1010797745,0.2423883754,0.1188892754,-0.0737346597,-0.2662866106,0.1844735848,0.0630884985,0.1768034908,-0.1864218428,-0.3851730104,0.0346945975,-0.1169769234,0.115385394,-0.2832523244,-0.3747060649,-0.1071055834,-0.0301049491,0.1015872944,-0.1360088313,-0.2462501712,-0.0300318587,0.1500158617,0.1453027746,-0.0385610079,-0.2455531694,0.0968326249,,-0.3593652988,0.0868719743,0.1801208108,,-0.1084194543,0.1284558937,0.0006970018,,-0.2915791682,0.0770737247,0.1268644836
MNST,65.5245202559,0.5100755821,-0.0085287846,-0.6916752312,1.0220769595,7.8134276287,0.403087484,-0.0085287846,-0.7365596073,0.6028863145,-0.5694246519,0.5150726706,-0.685977175,-0.8549678762,-0.1568318962,51.6767362585,0.4353206426,-0.0085287846,-0.4712912198,1.1170020308,0,0,0,0,0,0,0,0,0,0,,43.8633086298,-51.6767362585,0,,0.2652683875,0.4712912198,0,,0.5141157163,-1.1170020308,0
PEP,0.611603902,0.1539111174,-0.082243779,-0.4040616112,0.3174562767,0.2449050503,0.0993393951,-0.0586250527,-0.2815449762,0.2228589153,-0.161902737,0.1535566428,-0.2155344406,-0.4179812773,-0.1139651947,0.6598064955,0.1028971201,-0.082243779,-0.2389455549,0.5049167483,0.574884196,0.0972779381,-0.0674951789,-0.2015085597,0.4774604667,0.5502396279,0.1286540319,-0.0674951789,-0.3443457834,0.3482040168,,0.4149014452,-0.0849222995,-0.0246445681,,0.0425994213,0.0374369952,-0.1428372237,,0.282057833,-0.0274562816,-0.1292564499
PM,0.0351119074,0.1526316895,-0.3240601117,-0.4087357633,0.0226396708,0.1205864389,0.0789535553,-0.066694269,-0.1685602065,0.1449671171,0.0219529185,0.1534229215,-0.1407138089,-0.3449104218,0.0141636699,0.0668561829,0.0647416427,-0.004541109,-0.1553439958,0.1002445901,-0.1191281904,0.0350391693,-0.1191281904,-0.1409345598,-0.3595747985,-0.0363364243,0.0415568925,-0.0683725691,-0.1233238905,-0.0888658233,,-0.053730256,-0.1859843733,0.0827917661,,0.0132162107,0.014409436,0.0176106693,,-0.044722527,-0.4598193886,0.2707089752
PG,0.6571977983,0.1574107161,-0.0159739929,-0.389835918,0.329006152,0.4531823794,0.1085828756,-0.0294163264,-0.1615417066,0.3505831585,0.1341918551,0.1573614104,-0.303745743,-0.3220213744,0.0804933843,0.3225801893,0.1010410653,-0.0272560742,-0.2102580383,0.2804944838,0.1746083363,0.094581221,-0.0272560742,-0.1879117605,0.1714625192,0.6397584478,0.1329923246,-0.0271543986,-0.2131377575,0.3810552412,,-0.1306021901,-0.147971853,0.4651501115,,-0.0487163317,0.0223462778,-0.025225997,,-0.0700886747,-0.1090319646,0.209592722
RAI,1.9405286344,0.2034764369,-0.1266519824,-0.5473610134,0.5594877256,1.4181714817,0.140014369,-0.043949247,-0.3103815616,0.6590643359,0.5711467284,0.203552862,-0.0253303939,-0.3626505259,0.2269575754,2.2182208369,0.1390455395,-0.0010293361,-0.2134777631,0.8913284008,0.3369736889,0.1058388722,-0.0534362052,-0.2492022622,0.2782976156,0.3024457173,0.1425996553,-0.0534362052,-0.439268121,0.187698581,,0.8000493552,-1.881247148,-0.0345279716,,0.0969037985,-0.0357244991,-0.1900658588,,0.2322640649,-0.6130307852,-0.0905990346
SYY,0.1983522079,0.2001473537,-0.2636763814,-0.4680484195,0.0911932119,-0.069996314,0.1194237771,-0.2159232776,-0.3893169687,-0.0605199944,-0.4676058304,0.2012781378,-0.4995202659,-0.6177430169,-0.3033996108,0.3432139096,0.1087334658,-0.0077676461,-0.2819797105,0.2752970076,0.0833248531,0.091981154,-0.038588699,-0.2519715215,0.0873263199,0.0080394338,0.1592650741,-0.1460636007,-0.3355926388,0.0050276511,,0.4132102236,-0.2598890565,-0.0752854193,,0.1073372582,0.030008189,-0.0836211173,,0.335817002,-0.1879706877,-0.0822986688
HSY,0.5590511958,0.1911457959,-0.0168768475,-0.4917420979,0.2374625271,0.0362661672,0.1394410425,-0.241922982,-0.5471110579,0.025583044,-0.4373071669,0.1919365628,-0.5960535485,-0.734639903,-0.2910254361,0.0124641624,0.1319290088,-0.2305210479,-0.5913487999,0.0093912935,0.710736284,0.0909225663,-0.0421521809,-0.3095119201,0.6064206001,0.4299186389,0.1494381269,-0.0421521809,-0.4765424542,0.2435394419,,-0.0238020048,0.6982721216,-0.2808176451,,-0.044237742,0.2818368798,-0.1670305341,,-0.0161917505,0.5970293066,-0.3628811582
TSN,0.6209336085,0.3287357359,-0.6061038778,-0.8150515411,0.1504717019,0.9448482627,0.210104205,-0.0572517447,-0.3268553847,0.3272290504,0.2620434877,0.3243322,-0.2910674167,-0.5647391629,0.0725695208,0.5983728156,0.196951389,-0.1111871215,-0.5112180214,0.2436951357,-0.2328244834,0.0895800272,-0.2328244834,-0.2828662351,-0.2918675053,-0.3436617707,0.1227224599,-0.3763045871,-0.4169873387,-0.3358597636,,-0.3464754471,-0.831197299,-0.1108372873,,-0.1843626367,0.2283517863,-0.1341211036,,-0.0835339147,-0.535562641,-0.0439922583
WMT,0.0282451684,0.1739950689,-0.231658523,-0.290894803,0.0160241831,-0.3495007784,0.115808248,-0.3829013446,-0.4313181554,-0.3633039473,-0.6349665213,0.1751143573,-0.6613932415,-0.6874168131,-0.547234354,-0.4190175101,0.1103417361,-0.4552390635,-0.4874278338,-0.4788287724,-0.3548220631,0.1038740216,-0.4572343302,-0.4751217474,-0.4126131988,0.0448016725,0.1471787276,-0.2524209347,-0.290894803,0.0298315262,,-0.0695167317,0.064195447,0.3996237356,,-0.0561096784,0.0123060864,0.1842269444,,-0.1155248251,0.0662155736,0.442444725
WBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
WFM,0.748141444,0.3664463937,-0.6493441483,-0.8926659694,0.156697039,0.022027804,0.2565989332,-0.5987458576,-0.8087040689,0.0084971984,-0.747541221,0.3876303498,-0.8388499969,-0.888187781,-0.3316279137,2.9078466018,0.2321262996,-0.0293488824,-0.5027790021,0.6288027109,0.6025679242,0.1132847758,-0.0614688535,-0.2264960242,0.4261006766,0.672272852,0.1145318341,-0.0673905832,-0.231376503,0.460497306,,2.8858187978,-2.3052786776,0.0697049278,,0.3059250668,0.2762829779,-0.0048804788,,0.6203055125,-0.2027020343,0.0343966294
APC,1.6660432947,0.3456925287,-0.096407052,-0.6592421414,0.2979098731,0.8161978657,0.2384320886,-0.0358696702,-0.361678844,0.2577911083,-0.3396510032,0.3451679074,-0.4310676311,-0.7588447832,-0.1177209093,2.2618971287,0.2223700528,-0.0071492404,-0.3450541939,0.5641530854,0.9958298225,0.1332436991,-0.0071492404,-0.1943325876,0.5367621194,1.5791654998,0.1714632885,-0.0071492404,-0.1949661908,0.579357709,,1.445699263,-1.2660673062,0.5833356773,,0.0166246501,0.1507216063,-0.0006336032,,0.3063619771,-0.027390966,0.0425955896
APA,2.0498340017,0.3281632998,-0.052647197,-0.6481295318,0.3593139286,0.3329519881,0.2192101169,-0.0379690644,-0.45042725,0.1329534591,-0.681862264,0.3293696646,-0.6961676072,-0.723117156,-0.3284193725,1.4272715528,0.2203891324,-0.0160564226,-0.3973447985,0.4205682205,1.7497252994,0.1448653274,-0.0078760039,-0.1951022965,0.7344611857,2.0013900805,0.1810165241,-0.0078760039,-0.2202997275,0.6415206061,,1.0943195647,0.3224537466,0.2516647811,,0.0530824515,0.202242502,-0.025197431,,0.2876147614,0.3138929652,-0.0929405796
BHI,0.4868818198,0.3530917251,-0.1727731145,-0.7332487715,0.114556362,0.1418302303,0.2200536974,-0.0710024359,-0.4425382655,0.0606498195,-0.617791966,0.3527784727,-0.6339183437,-0.7677033831,-0.2598335262,0.5276391145,0.2209499759,-0.0722875951,-0.5502876916,0.1958144388,0.4404827044,0.1151813352,-0.0931976086,-0.2205455735,0.3225949274,0.9531166567,0.1484909766,-0.0931976086,-0.1952943066,0.4660587849,,0.3858088842,-0.0871564101,0.5126339523,,-0.1077494261,0.3297421181,0.0252512669,,0.1351646193,0.1267804886,0.1434638575
COG,2.845060703,0.3932582355,-0.1026208933,-0.7441739249,0.3664456389,0.2075013721,0.2677390804,-0.1207513959,-0.7164590753,0.0710636857,-0.8438030721,0.3967639984,-0.8564256654,-0.9459683181,-0.4269176074,3.2690678442,0.2735997601,-0.0803069873,-0.4078878984,0.5706650159,0.7884825474,0.1141705275,-0.0803069873,-0.1549960661,0.5240869835,0.6532338086,0.1175519923,-0.0572703607,-0.2279045371,0.4384216401,,3.0615664721,-2.4805852968,-0.1352487388,,0.3085711769,0.2528918323,-0.072908471,,0.4996013302,-0.0465780324,-0.0856653434
CHK,1.525438969,0.4250503267,-0.0355276907,-0.8365123495,0.2282734813,0.3772840925,0.2736117083,-0.0154888674,-0.7106523419,0.1188399799,-0.7290644261,0.427858838,-0.7438767708,-0.9245262267,-0.2860158449,1.6528452172,0.2605414737,-0.0309777348,-0.5756857979,0.3931742177,0.6265640162,0.0925473955,-0.005795235,-0.150238205,0.538418712,0.4689454258,0.1337513224,-0.005795235,-0.3479827089,0.2929873001,,1.2755611247,-1.026281201,-0.1576185904,,0.134966544,0.4254475929,-0.1977445039,,0.2743342378,0.1452444943,-0.2454314119
CVX,1.7208669845,0.2420383505,-0.0096692825,-0.4379809783,0.4347730144,0.5222511559,0.1621303507,-0.0413742272,-0.4186530642,0.2645821675,-0.3578690918,0.2457475637,-0.449687942,-0.6928199074,-0.1762483815,1.0954178262,0.1475978314,-0.0279328376,-0.2381586408,0.5199829581,0.7825029367,0.1365793202,-0.0279328376,-0.3100317739,0.4355018727,1.4087043942,0.1672190508,-0.0279328376,-0.3384079728,0.5492811263,,0.5731666703,-0.3129148895,0.6262014575,,0.1804944234,-0.0718731331,-0.0283761989,,0.2554007906,-0.0844810854,0.1137792536
XEC,2.2754781287,0.3431289875,-0.2679696504,-0.7827631701,0.3669706666,0.3790796741,0.2158609374,-0.3264080313,-0.5632827134,0.151257045,-0.7225151992,0.3442993121,-0.7601761804,-0.7895644061,-0.3493371026,1.4371764268,0.2173455066,-0.1505010573,-0.4671045809,0.428504648,0.5576295531,0.0915247099,-0.0311018287,-0.1632969289,0.4948897124,0.413944086,0.1136729806,-0.0695689136,-0.2929443691,0.3099316769,,1.0580967527,-0.8795468737,-0.1436854671,,0.0961781325,0.303807652,-0.1296474402,,0.277247603,0.0663850644,-0.1849580355
CXO,3.1914728682,0.3728579606,-0.0279069767,-0.6222000996,0.4130684768,-0.4404144255,0.255731576,-0.5688004715,-0.7818239758,-0.2204689796,-0.9671008394,0.3845955759,-0.9709112032,-0.978108221,-0.7518295598,0.3481597881,0.2077368626,-0.3554664227,-0.5062532726,0.1459175488,0,0,0,0,0,0,0,0,0,0,,0.7885742136,-0.3481597881,0,,0.2755707032,0.5062532726,0,,0.3663865284,-0.1459175488,0
COP,1.5106956426,0.2796796082,-0.0205799813,-0.623428781,0.3446295199,0.9578103437,0.162267406,-0.0197512786,-0.3165266646,0.4280717543,-0.0191497727,0.2793877751,-0.2748834693,-0.4149332271,-0.0069112213,1.2764330149,0.1759441106,-0.0042225078,-0.3539128724,0.4871058924,1.51649792,0.140615194,-0.0042225078,-0.2336012986,0.6872576096,1.8508061767,0.1577811881,-0.0042225078,-0.2791861169,0.6996889998,,0.3186226712,0.2400649051,0.3343082567,,-0.0373862078,0.1203115738,-0.0455848183,,0.0590341381,0.2001517172,0.0124313902
DVN,1.6849844971,0.3335685707,-0.0988679897,-0.6860217726,0.3110785851,-0.0225288336,0.2165953213,-0.0571820173,-0.590004591,-0.0105041296,-0.7957762531,0.3364160682,-0.8000570574,-0.8751705843,-0.436438214,0.6775161176,0.2310983903,-0.1099104609,-0.5312729817,0.2296471312,1.8188110151,0.1388049364,-0.0315704806,-0.1556004036,0.7863243529,2.0251966012,0.182792601,-0.0315704806,-0.2224280422,0.6401113875,,0.7000449512,1.1412948975,0.2063855861,,0.0587316093,0.3756725781,-0.0668276386,,0.2401512608,0.5566772217,-0.1462129654
EOG,4.5557040323,0.3527772869,-0.0425491622,-0.6803764807,0.5300284491,0.9790661465,0.2533335252,-0.0602827857,-0.5681811724,0.2787515152,-0.6154010212,0.354082763,-0.6365116574,-0.7884665447,-0.257276784,4.1147795949,0.2457251185,-0.0258744609,-0.3804135618,0.721176195,1.0674979723,0.1059710406,-0.0301258761,-0.1462474958,0.710624074,2.1632623105,0.1581380741,-0.0301258761,-0.2174789565,0.7714886009,,3.1357134484,-3.0472816226,1.0957643382,,0.1877676106,0.234166066,-0.0712314607,,0.4424246798,-0.010552121,0.0608645269
EQT,1.4403606472,0.2814110397,-0.0670267616,-0.6932314994,0.331459061,0.5248187197,0.1826840432,-0.0103744939,-0.4495951406,0.2357759299,-0.4292861353,0.2849807541,-0.437602321,-0.8095644379,-0.1913170075,1.5326929757,0.1648971749,-0.0103744939,-0.3018033592,0.5903211678,1.6239045,0.1178988939,-0.0103744939,-0.1308166698,0.858617415,1.9507618839,0.1448777104,-0.0103744939,-0.3103448276,0.7884541611,,1.007874256,0.0912115243,0.3268573839,,0.1477917814,0.1709866894,-0.1795281578,,0.3545452379,0.2682962472,-0.0701632539
XOM,1.0734172443,0.22841774,-0.0191011236,-0.3372558265,0.331029083,0.0258849764,0.1508955542,-0.0217937791,-0.4580264474,0.0169508438,-0.6457534038,0.2311216392,-0.6640196258,-0.6948717281,-0.4263364628,0.4984746016,0.1418797092,-0.0107120316,-0.3720698053,0.290788272,0.901916271,0.1319519791,-0.0107120316,-0.203009078,0.5029870849,0.8245977198,0.1669311044,-0.0168432887,-0.3717921371,0.371143426,,0.4725896252,0.4034416694,-0.0773185512,,0.0859566421,0.1690607273,-0.1687830591,,0.2738374282,0.2121988129,-0.1318436589
FTI,5.5775211183,0.3736384233,-0.0630081301,-0.7208145269,0.5545043343,2.890725893,0.2496139688,-7.82962730965e-05,-0.3548692881,0.5827350018,0.0773038919,0.375075919,-0.1446161121,-0.5736682965,0.0199184858,4.9834371249,0.2661886463,-0.0907378641,-0.3124766812,0.7356250252,0,0,0,0,0,0,0,0,0,0,,2.0927112319,-4.9834371249,0,,0.0423926069,0.3124766812,0,,0.1528900234,-0.7356250252,0
